id;pred;true;latency_ms;cpu_percent;mem_percent;accuracy_cumulative;timestamp;;;;Lat media;CPU % media;Mem % media
;normal;normal;116,2829399;32,9;80,5;0,40405788;1758196428;;;;;;
;early;normal;107,5029373;37,4;80,8;0,403994339;1758196429;;;;;;
;early;normal;130,136013;39,5;80,9;0,403930818;1758196430;;;;;;
;normal;normal;109,8790169;67,8;80,8;0,404024524;1758196431;;;;;;
;normal;normal;122,6711273;47,1;80,8;0,404118202;1758196432;;;;;;
;early;normal;110,5792522;56,8;80,8;0,404054691;1758196433;;;;;;
;early;suspect;103,0011177;45;80,8;0,403991201;1758196434;;;;;;
;normal;suspect;118,5779572;61,2;81,3;0,40392773;1758196435;;;;;;
;normal;suspect;128,7999153;45,4;81,3;0,403864279;1758196436;;;;;;
;stage 2 failure;suspect;139,0380859;36,1;80,9;0,403800848;1758196437;;;;;;
;imminent failure;stage 2 failure;110,6417179;35;81;0,403737437;1758196438;;;;;;
;early;early;116,8928146;36,6;81,1;0,403831057;1758196439;;;;;;
;early;early;123,3537197;40,7;80,9;0,403924647;1758196440;;;;;;
;early;early;127,4828911;41;80,9;0,404018208;1758196441;;;;;;
;early;early;99,83420372;36;80,9;0,404111739;1758196442;;;;;;
;normal;normal;110,1918221;58,6;81,3;0,404205241;1758196443;;;;;;
;normal;normal;130,4678917;53,7;81,3;0,404298714;1758196444;;;;;;
;early;normal;132,7090263;55,7;81,2;0,404235294;1758196445;;;;;;
;early;normal;127,6669502;59;82;0,404171895;1758196446;;;;;;
;normal;suspect;124,5901585;34,8;81,7;0,404108515;1758196447;;;;;;
;normal;normal;110,6250286;34,4;81,1;0,404201944;1758196448;;;;;;
;early;normal;146,707058;31,7;81;0,40413858;1758196449;;;;;;
;stage 2 failure;rolling element failure;114,043951;37,4;81;0,404075235;1758196450;;;;;;
;normal;suspect;131,9139004;35,2;80,9;0,40401191;1758196451;;;;;;
;normal;normal;128,3271313;37;81;0,404105296;1758196452;;;;;;
;inner race failure;suspect;112,8182411;55,3;80,9;0,404041987;1758196453;;;;;;
;imminent failure;stage 2 failure;130,6357384;38,7;81,1;0,403978697;1758196454;;;;;;
;normal;normal;135,9639168;35,4;80,8;0,404072044;1758196455;;;;;;
;normal;normal;113,1420135;29,1;80,9;0,404165362;1758196456;;;;;;
;early;normal;134,2253685;29,5;80,9;0,404102082;1758196457;;;;;;
;early;suspect;127,3510456;36,8;80,9;0,404038823;1758196458;;;;;;
;normal;suspect;129,750967;56,5;81,3;0,403975583;1758196459;;;;;;
;normal;normal;106,8470478;34,6;80,8;0,404068858;1758196460;;;;;;
;imminent failure;normal;92,39196777;33,1;81;0,404005633;1758196461;;;;;;
;stage 2 failure;rolling element failure;110,1341248;32,3;81;0,403942428;1758196462;;;;;;
;normal;normal;94,5327282;29,5;81;0,404035664;1758196463;;;;;;
;normal;normal;97,67198563;33,7;81,1;0,404128871;1758196464;;;;;;
;stage 2 failure;normal;103,867054;37,2;80,9;0,404065676;1758196465;;;;;;
;early;suspect;128,4739971;38,3;81,8;0,404002502;1758196466;;;;;;
;normal;suspect;118,7000275;30,9;81,3;0,403939347;1758196467;;;;;;
;normal;normal;121,7110157;40,7;81,3;0,40403251;1758196468;;;;;;
;stage 2 failure;suspect;98,78110886;39,5;81,7;0,40396937;1758196469;;;;;;
;imminent failure;stage 2 failure;142,3890591;37,7;81,3;0,40390625;1758196471;;;;;;
;normal;suspect;140,103817;35,6;81,6;0,40384315;1758196472;;;;;;
;normal;early;126,5888214;32,7;81,2;0,403780069;1758196473;;;;;;
;stage 2 failure;early;117,7210808;47,1;81,5;0,403717008;1758196474;;;;;;
;early;normal;123,352766;86;81,4;0,403653966;1758196475;;;;;;
;normal;normal;97,29266167;54,3;81,4;0,403747073;1758196476;;;;;;
;normal;normal;125,8161068;31,9;81,2;0,40384015;1758196477;;;;;;
;early;normal;118,6630726;31,7;81,2;0,403777119;1758196478;;;;;;
;early;normal;111,9248867;27,2;81,3;0,403714107;1758196479;;;;;;
;normal;suspect;112,3468876;25,7;81,4;0,403651116;1758196480;;;;;;
;normal;suspect;133,4102154;27,3;81,2;0,403588144;1758196481;;;;;;
;stage 2 failure;suspect;114,4278049;26,8;81,2;0,403525191;1758196482;;;;;;
;imminent failure;stage 2 failure;126,3828278;27,8;81,3;0,403462258;1758196483;;;;;;
;early;early;111,0138893;31;81,4;0,403555278;1758196484;;;;;;
;early;early;116,8129444;37,2;81,4;0,403648269;1758196485;;;;;;
;early;early;128,9439201;38,9;81,4;0,403741231;1758196486;;;;;;
;early;early;120,5101013;38,5;81,3;0,403834165;1758196487;;;;;;
;normal;normal;135,3349686;43,5;81,1;0,403927069;1758196488;;;;;;
;normal;normal;115,424633;48,2;81,4;0,404019944;1758196489;;;;;;
;imminent failure;normal;114,1428947;40,7;81,2;0,403957003;1758196490;;;;;;
;early;suspect;115,5698299;96,3;81,2;0,403894081;1758196491;;;;;;
;normal;imminent failure;97,74065018;70,2;81,3;0,403831179;1758196492;;;;;;
;normal;suspect;113,8050556;31,5;81,3;0,403768296;1758196493;;;;;;
;stage 2 failure;suspect;122,7059364;30,2;81,3;0,403705434;1758196494;;;;;;
;imminent failure;stage 2 failure;131,0808659;33;81,5;0,40364259;1758196495;;;;;;
;normal;suspect;106,716156;28,8;81,2;0,403579767;1758196496;;;;;;
;normal;normal;100,7039547;28,5;81,2;0,40367258;1758196497;;;;;;
;imminent failure;normal;123,3158112;35,7;81,6;0,403609771;1758196498;;;;;;
;suspect;rolling element failure;98,8368988;33,1;82;0,403546982;1758196499;;;;;;
;normal;normal;132,0281029;43,1;81,6;0,403639757;1758196500;;;;;;
;normal;normal;111,1028194;37,2;81,7;0,403732504;1758196501;;;;;;
;stage 2 failure;normal;142,4250603;38,9;81,6;0,403669725;1758196502;;;;;;
;early;rolling element failure;134,0780258;37,1;81,6;0,403606965;1758196503;;;;;;
;normal;normal;121,0179329;43,3;81,7;0,403699674;1758196504;;;;;;
;normal;normal;100,4679203;33,9;81,6;0,403792353;1758196505;;;;;;
;stage 2 failure;normal;130,6586266;37,4;81,4;0,403729604;1758196506;;;;;;
;early;normal;121,4168072;40,1;81,7;0,403666874;1758196507;;;;;;
;normal;suspect;119,4849014;36,3;81,6;0,403604163;1758196508;;;;;;
;normal;normal;123,7912178;32,1;81,6;0,4036968;1758196509;;;;;;
;imminent failure;suspect;112,3757362;29,5;81,6;0,403634105;1758196510;;;;;;
;imminent failure;stage 2 failure;107,1782112;26,4;81,6;0,403571429;1758196511;;;;;;
;normal;suspect;131,6223145;35,4;81,8;0,403508772;1758196512;;;;;;
;normal;normal;113,6460304;44,3;81,7;0,403601366;1758196513;;;;;;
;stage 2 failure;suspect;94,66314316;37,3;81,9;0,403538724;1758196514;;;;;;
;imminent failure;stage 2 failure;126,060009;39,4;81,9;0,403476102;1758196515;;;;;;
;normal;suspect;127,7329922;34,2;82;0,403413499;1758196516;;;;;;
;normal;early;119,3089485;31,8;82;0,403350915;1758196517;;;;;;
;imminent failure;early;119,2409992;33,1;82;0,403288351;1758196518;;;;;;
;early;normal;136,1048222;37,9;81,5;0,403225806;1758196519;;;;;;
;normal;normal;123,7478256;35,9;81,5;0,403318344;1758196520;;;;;;
;normal;normal;126,0581017;34,3;81,5;0,403410853;1758196521;;;;;;
;early;normal;120,2089787;51,7;81,7;0,403348318;1758196522;;;;;;
;early;normal;129,8589706;36,2;81,6;0,403285803;1758196523;;;;;;
;normal;suspect;111,2961769;77,3;81;0,403223307;1758196524;;;;;;
;normal;normal;100,6829739;33,4;80,9;0,403315773;1758196525;;;;;;
;imminent failure;normal;109,0660095;29,1;80,9;0,403253292;1758196526;;;;;;
;stage 2 failure;rolling element failure;93,40286255;30,6;80,9;0,40319083;1758196527;;;;;;
;normal;normal;92,81206131;41,5;80,8;0,403283258;1758196528;;;;;;
;normal;normal;129,0450096;34,9;81,1;0,403375658;1758196530;;;;;;
;stage 2 failure;normal;139,1620636;36,3;81,7;0,403313206;1758196531;;;;;;
;early;suspect;139,6622658;31,9;81,5;0,403250774;1758196532;;;;;;
;normal;suspect;143,7520981;32,1;81,4;0,403188361;1758196533;;;;;;
;normal;normal;117,1209812;41,3;81;0,403280718;1758196534;;;;;;
;stage 2 failure;normal;101,4630795;35,7;81,1;0,40321832;1758196535;;;;;;
;early;rolling element failure;120,418787;36,7;81;0,403155941;1758196536;;;;;;
;normal;suspect;138,297081;33,4;81;0,403093581;1758196537;;;;;;
;normal;normal;112,3819351;50,1;81,3;0,403185895;1758196538;;;;;;
;imminent failure;normal;92,04006195;35,5;81;0,40312355;1758196539;;;;;;
;stage 2 failure;rolling element failure;122,3948002;35,3;81,1;0,403061224;1758196540;;;;;;
;normal;normal;131,6239834;37,3;81,3;0,403153501;1758196541;;;;;;
;normal;normal;133,3999634;31,4;81;0,40324575;1758196542;;;;;;
;suspect;normal;129,3010712;37,4;81;0,403183434;1758196543;;;;;;
;early;normal;111,4780903;33,1;81,1;0,403121137;1758196544;;;;;;
;normal;normal;101,4688015;38,6;81,2;0,403213348;1758196545;;;;;;
;normal;normal;138,1988525;34,9;81;0,40330553;1758196546;;;;;;
;stage 2 failure;normal;120,762825;33,6;81;0,403243243;1758196547;;;;;;
;early;normal;122,148037;32,8;80,9;0,403180976;1758196548;;;;;;
;normal;suspect;115,5388355;40,8;81,2;0,403118728;1758196549;;;;;;
;normal;early;99,94006157;35,6;81,1;0,403056499;1758196550;;;;;;
;stage 2 failure;early;148,1180191;39,3;80,9;0,402994289;1758196551;;;;;;
;early;normal;138,1378174;33,5;81,1;0,402932099;1758196552;;;;;;
;normal;suspect;123,3398914;34,2;80,9;0,402869927;1758196553;;;;;;
;normal;early;124,3751049;47,6;81;0,402807775;1758196554;;;;;;
;early;early;123,8822937;30,1;80,9;0,402899892;1758196555;;;;;;
;early;normal;112,5950813;30,7;80,9;0,402837754;1758196556;;;;;;
;normal;normal;96,29917145;42,7;80,8;0,402929838;1758196557;;;;;;
;normal;normal;119,4303036;50,6;80,9;0,403021893;1758196558;;;;;;
;early;normal;109,4360352;45,8;81,8;0,402959766;1758196559;;;;;;
;early;suspect;118,9317703;42,7;81,9;0,402897657;1758196560;;;;;;
;normal;normal;116,3902283;34,3;81,9;0,402989675;1758196561;;;;;;
;normal;normal;130,3260326;33,9;81,8;0,403081664;1758196562;;;;;;
;early;normal;127,9742718;46,5;82,2;0,403019566;1758196563;;;;;;
;suspect;rolling element failure;128,713131;46,5;81,4;0,402957486;1758196564;;;;;;
;normal;normal;133,6288452;39,6;81,4;0,403049438;1758196565;;;;;;
;normal;normal;119,0516949;36,8;81;0,403141361;1758196566;;;;;;
;early;normal;143,4822083;36,2;81;0,403079292;1758196567;;;;;;
;early;normal;115,6241894;48,9;81;0,403017241;1758196568;;;;;;
;normal;suspect;116,2321568;43,1;81,9;0,40295521;1758196569;;;;;;
;normal;normal;96,01521492;35,8;81,2;0,403047091;1758196570;;;;;;
;stage 2 failure;suspect;124,4449615;29,3;80,7;0,402985075;1758196571;;;;;;
;stage 2 failure;stage 2 failure;131,9639683;37,1;80,9;0,403076923;1758196573;;;;;;
;normal;normal;108,9808941;33,6;81,1;0,403168743;1758196573;;;;;;
;normal;normal;129,254818;32,8;81,4;0,403260535;1758196575;;;;;;
;early;normal;127,147913;36,4;81,8;0,403198524;1758196576;;;;;;
;early;suspect;132,7488422;40,7;82,1;0,403136531;1758196577;;;;;;
;normal;normal;116,9958115;39,2;82;0,403228286;1758196578;;;;;;
;normal;normal;124,5696545;35,4;82;0,403320012;1758196579;;;;;;
;early;normal;110,9671593;36,4;82,2;0,40325803;1758196580;;;;;;
;early;normal;97,76592255;40,4;82;0,403196066;1758196581;;;;;;
;normal;suspect;124,0820885;32,7;82;0,403134122;1758196582;;;;;;
;normal;normal;109,5650196;45,1;81,6;0,403225806;1758196583;;;;;;
;imminent failure;normal;100,9008884;58,5;81,6;0,403163877;1758196584;;;;;;
;stage 2 failure;rolling element failure;110,4640961;36,9;82;0,403101966;1758196585;;;;;;
;normal;suspect;134,9570751;39,1;81,3;0,403040074;1758196586;;;;;;
;normal;normal;126,6942024;43,6;81,5;0,403131716;1758196587;;;;;;
;imminent failure;normal;103,9171219;41,4;81,6;0,403069839;1758196588;;;;;;
;early;rolling element failure;130,2518845;44,5;81,6;0,40300798;1758196589;;;;;;
;normal;normal;121,4778423;38,7;81;0,403099586;1758196590;;;;;;
;normal;normal;110,1219654;37,2;81;0,403191163;1758196591;;;;;;
;early;normal;137,5467777;35;81,1;0,403129314;1758196592;;;;;;
;early;suspect;135,8830929;33,6;81;0,403067485;1758196593;;;;;;
;normal;normal;101,924181;44,3;81;0,403159025;1758196594;;;;;;
;normal;normal;111,4268303;37,6;81,1;0,403250537;1758196595;;;;;;
;early;normal;123,6832142;41,5;81,1;0,403188717;1758196596;;;;;;
;early;normal;128,5359859;33,8;81,3;0,403126916;1758196597;;;;;;
;normal;suspect;132,6880455;42;81,7;0,403065134;1758196598;;;;;;
;normal;early;104,3999195;44,8;81,4;0,403003371;1758196599;;;;;;
;stage 2 failure;early;104,6490669;33;81,5;0,402941627;1758196600;;;;;;
;early;normal;106,9908142;31,7;80,8;0,402879902;1758196601;;;;;;
;normal;normal;118,7651157;33,8;80,6;0,402971359;1758196602;;;;;;
;normal;normal;119,0261841;38;80,6;0,403062787;1758196603;;;;;;
;early;normal;133,5780621;35,6;80,5;0,403001072;1758196604;;;;;;
;early;normal;144,7861195;48,7;81;0,402939375;1758196605;;;;;;
;normal;normal;134,608984;40,1;81,2;0,403030767;1758196606;;;;;;
;normal;normal;143,226862;29,2;81;0,40312213;1758196607;;;;;;
;suspect;normal;108,5619926;33,9;81,2;0,403060444;1758196608;;;;;;
;early;suspect;119,1189289;38,4;80,7;0,402998776;1758196609;;;;;;
;normal;suspect;93,40882301;40,7;80,8;0,402937127;1758196610;;;;;;
;normal;suspect;141,2410736;31,9;81,3;0,402875497;1758196611;;;;;;
;stage 2 failure;suspect;131,114006;33,4;81,1;0,402813886;1758196612;;;;;;
;imminent failure;stage 2 failure;120,0451851;53,3;80,7;0,402752294;1758196613;;;;;;
;normal;suspect;121,6099262;47,4;80,7;0,40269072;1758196614;;;;;;
;normal;normal;122,9109764;40,5;81,6;0,402782024;1758196616;;;;;;
;imminent failure;normal;108,9727879;37,6;75;0,402720465;1758196617;;;;;;
;early;rolling element failure;111,7649078;35,5;75,1;0,402658924;1758196618;;;;;;
;normal;normal;142,455101;39,5;75,2;0,402750191;1758196619;;;;;;
;normal;normal;120,7678318;36,8;75,2;0,40284143;1758196620;;;;;;
;early;normal;122,451067;36,9;75,3;0,402779899;1758196621;;;;;;
;early;normal;117,0988083;31,8;75,3;0,402718387;1758196622;;;;;;
;normal;normal;119,9109554;33,9;75,2;0,402809589;1758196623;;;;;;
;normal;normal;115,0720119;40,4;75,4;0,402900763;1758196624;;;;;;
;imminent failure;normal;108,9220047;33,6;75,3;0,402839261;1758196625;;;;;;
;normal;suspect;121,8187809;39,1;75,2;0,402777778;1758196626;;;;;;
;normal;normal;103,1010151;32,2;75,1;0,402868915;1758196627;;;;;;
;normal;normal;128,5932064;33,1;75;0,402960024;1758196628;;;;;;
;imminent failure;normal;103,8448811;43,5;75,9;0,402898551;1758196629;;;;;;
;early;suspect;104,8710346;27;77,6;0,402837096;1758196630;;;;;;
;normal;suspect;116,8093681;24,8;78,7;0,40277566;1758196631;;;;;;
;normal;normal;108,3259583;32,2;80,1;0,402866728;1758196632;;;;;;
;suspect;normal;101,5739441;36,3;80,5;0,402805306;1758196633;;;;;;
;stage 2 failure;rolling element failure;110,2471352;35,9;80,7;0,402743902;1758196634;;;;;;
;normal;suspect;119,5669174;44,8;80,7;0,402682518;1758196635;;;;;;
;normal;early;108,2189083;35,4;80,4;0,402621152;1758196636;;;;;;
;early;early;128,0019283;35,3;80,8;0,402712174;1758196637;;;;;;
;early;normal;110,6040478;32,7;80,4;0,402650823;1758196638;;;;;;
;normal;suspect;100,0487804;41,3;80,5;0,40258949;1758196639;;;;;;
;normal;normal;119,8320389;35,4;80,8;0,402680475;1758196640;;;;;;
;inner race failure;suspect;143,5461044;40,6;80,7;0,402619156;1758196641;;;;;;
;stage 2 failure;stage 2 failure;132,5521469;38,6;81,1;0,40271011;1758196642;;;;;;
;normal;normal;95,74890137;40,6;81,8;0,402801035;1758196643;;;;;;
;normal;normal;108,9668274;56,7;81,4;0,402891933;1758196644;;;;;;
;imminent failure;normal;124,7880459;35,9;80,9;0,402830619;1758196645;;;;;;
;early;normal;117,1858311;31,8;80,6;0,402769324;1758196646;;;;;;
;early;early;111,6368771;39,7;80,7;0,402860186;1758196647;;;;;;
;early;early;133,7852478;45,6;80,9;0,402951019;1758196648;;;;;;
;early;early;105,8423519;37,3;80,9;0,403041825;1758196649;;;;;;
;early;early;147,8338242;45,4;81;0,403132603;1758196650;;;;;;
;normal;suspect;142,1120167;60,8;80,7;0,403071309;1758196651;;;;;;
;normal;suspect;128,4501553;44,3;80,5;0,403010033;1758196652;;;;;;
;imminent failure;suspect;93,37306023;38,5;80,6;0,402948776;1758196653;;;;;;
;imminent failure;stage 2 failure;156,1038494;47,7;81,4;0,402887538;1758196654;;;;;;
;normal;normal;133,4478855;42,2;81,5;0,402978271;1758196655;;;;;;
;normal;normal;136,0900402;37,8;80,9;0,403068976;1758196656;;;;;;
;imminent failure;normal;142,1449184;37,8;81;0,403007747;1758196657;;;;;;
;early;suspect;130,7311058;38,9;81,3;0,402946537;1758196659;;;;;;
;suspect;suspect;115,4201031;47,7;80,6;0,403037206;1758196659;;;;;;
;normal;early;111,6788387;46,7;81,2;0,40297601;1758196661;;;;;;
;stage 2 failure;early;135,2801323;35,9;81,2;0,402914832;1758196662;;;;;;
;early;early;116,7359352;45,1;80,9;0,403005464;1758196663;;;;;;
;normal;normal;136,6021633;45,9;81,7;0,403096069;1758196664;;;;;;
;normal;normal;112,2469902;37,2;81,1;0,403186646;1758196665;;;;;;
;imminent failure;normal;129,3189526;39,5;81,3;0,403125474;1758196666;;;;;;
;early;normal;122,8058338;35;80,7;0,40306432;1758196667;;;;;;
;normal;suspect;115,7791615;35,5;80,6;0,403003185;1758196668;;;;;;
;normal;early;127,8271675;43,7;80,7;0,402942069;1758196669;;;;;;
;imminent failure;early;140,0129795;35,4;80,6;0,40288097;1758196670;;;;;;
;early;normal;105,1189899;44,6;81;0,402819891;1758196671;;;;;;
;normal;normal;131,7741871;37;80,7;0,402910414;1758196672;;;;;;
;normal;normal;137,7637386;40,8;80,7;0,403000909;1758196673;;;;;;
;imminent failure;normal;130,9130192;61,4;81,5;0,402939839;1758196674;;;;;;
;early;suspect;118,8650131;42,1;81,2;0,402878788;1758196675;;;;;;
;suspect;suspect;109,0168953;50,1;81,1;0,402969247;1758196676;;;;;;
;normal;early;125,9419918;35,2;80,8;0,40290821;1758196677;;;;;;
;stage 2 failure;early;94,67387199;37,2;80,6;0,402847191;1758196678;;;;;;
;early;normal;121,4141846;36,1;80,5;0,40278619;1758196679;;;;;;
;normal;normal;97,5561142;43,4;80,6;0,402876609;1758196680;;;;;;
;normal;normal;121,6292381;31,5;80,7;0,402967;1758196681;;;;;;
;early;normal;119,0760136;36,3;80,6;0,402906009;1758196682;;;;;;
;early;normal;138,8142109;33;80,5;0,402845036;1758196683;;;;;;
;normal;suspect;115,377903;37,9;80,6;0,402784082;1758196684;;;;;;
;normal;normal;98,19817543;34,6;80,5;0,402874433;1758196685;;;;;;
;imminent failure;normal;122,5550175;36,9;80,6;0,402813493;1758196686;;;;;;
;stage 2 failure;rolling element failure;136,1558437;40,6;80,5;0,402752571;1758196687;;;;;;
;normal;suspect;150,249958;39;80,9;0,402691668;1758196688;;;;;;
;normal;normal;99,78318214;60,8;80,9;0,402781978;1758196689;;;;;;
;stage 2 failure;normal;125,4189014;51,2;80,4;0,402721088;1758196690;;;;;;
;stage 2 failure;rolling element failure;111,2530231;32,7;80,9;0,402660218;1758196691;;;;;;
;normal;normal;139,5540237;29,8;80,5;0,402750491;1758196692;;;;;;
;normal;normal;108,6349487;43;80,7;0,402840737;1758196693;;;;;;
;imminent failure;normal;107,9292297;33,6;81,1;0,402779876;1758196694;;;;;;
;early;suspect;118,6311245;39,8;80,9;0,402719033;1758196695;;;;;;
;normal;normal;132,9221725;33,5;80,8;0,402809243;1758196696;;;;;;
;normal;normal;147,1509933;34,5;80,4;0,402899426;1758196697;;;;;;
;early;normal;112,2660637;39,2;81;0,402838593;1758196698;;;;;;
;early;normal;105,350256;40,9;81,2;0,402777778;1758196699;;;;;;
;normal;suspect;123,5718727;42,6;80,8;0,402716981;1758196700;;;;;;
;normal;normal;137,6428604;38;80,6;0,402807123;1758196701;;;;;;
;stage 2 failure;suspect;127,024889;35,4;80,7;0,402746341;1758196703;;;;;;
;imminent failure;stage 2 failure;139,7650242;34,9;81,1;0,402685576;1758196704;;;;;;
;normal;suspect;116,2669659;52,4;80,8;0,40262483;1758196705;;;;;;
;normal;early;121,0210323;37,4;80,5;0,402564103;1758196706;;;;;;
;early;early;129,7039986;32,1;81;0,4026542;1758196707;;;;;;
;early;normal;128,1819344;27,3;80,7;0,402593486;1758196708;;;;;;
;normal;suspect;95,70097923;35,8;80,4;0,402532791;1758196709;;;;;;
;normal;normal;104,9342155;46,3;80,6;0,402622852;1758196710;;;;;;
;stage 2 failure;suspect;113,8839722;41;82,2;0,40256217;1758196711;;;;;;
;stage 2 failure;stage 2 failure;123,3940125;36,8;82,2;0,4026522;1758196712;;;;;;
;normal;normal;109,2920303;35,6;81,9;0,402742203;1758196713;;;;;;
;normal;normal;122,4410534;41,8;80,8;0,402832178;1758196714;;;;;;
;early;normal;113,0108833;35;81,1;0,402771502;1758196715;;;;;;
;early;normal;109,4248295;37,4;81,5;0,402710843;1758196716;;;;;;
;normal;normal;127,8412342;34,1;81,3;0,402800783;1758196717;;;;;;
;normal;normal;138,6129856;33,7;81,2;0,402890696;1758196718;;;;;;
;imminent failure;normal;122,5709915;37,8;82,1;0,402830047;1758196719;;;;;;
;early;normal;133,7411404;49,7;81,7;0,402769416;1758196720;;;;;;
;normal;imminent failure;108,9127064;42,5;81,9;0,402708804;1758196721;;;;;;
;normal;suspect;136,7738247;36,9;81,6;0,402648209;1758196722;;;;;;
;imminent failure;suspect;119,7490692;37,2;81,3;0,402587634;1758196723;;;;;;
;stage 2 failure;stage 2 failure;104,7959328;38,5;81,4;0,402677497;1758196724;;;;;;
;normal;suspect;108,1159115;39,7;74,2;0,402616935;1758196725;;;;;;
;normal;normal;122,148037;33,5;74,6;0,402706767;1758196726;;;;;;
;early;normal;131,0939789;35;74,7;0,402646219;1758196727;;;;;;
;early;normal;128,9589405;35,2;74,9;0,402585689;1758196728;;;;;;
;normal;normal;104,2098999;40,2;75,6;0,402675485;1758196729;;;;;;
;normal;normal;107,8491211;47,4;75,6;0,402765254;1758196730;;;;;;
;imminent failure;normal;135,3569031;45;76,2;0,402704733;1758196731;;;;;;
;early;normal;131,7071915;31,7;76;0,402644231;1758196732;;;;;;
;normal;normal;127,6538372;30,3;75,9;0,402733964;1758196733;;;;;;
;normal;normal;117,7630424;49,5;76,2;0,402823671;1758196734;;;;;;
;early;normal;125,1080036;32,5;77,7;0,402763178;1758196735;;;;;;
;early;suspect;93,59908104;33;78,9;0,402702703;1758196736;;;;;;
;imminent failure;suspect;107,4368954;33,3;79,9;0,402642246;1758196737;;;;;;
;normal;early;96,13490105;40,6;80,4;0,402581807;1758196738;;;;;;
;early;early;118,6540127;38;81,6;0,402671469;1758196739;;;;;;
;early;early;146,9271183;47;81,9;0,402761104;1758196740;;;;;;
;normal;suspect;148,3108997;37,5;81,9;0,402700675;1758196741;;;;;;
;normal;suspect;136,0371113;35;81,6;0,402640264;1758196742;;;;;;
;imminent failure;suspect;107,6242924;36,6;80,9;0,402579871;1758196743;;;;;;
;imminent failure;stage 2 failure;113,9998436;40,3;81;0,402519496;1758196744;;;;;;
;early;suspect;103,4879684;39,1;81,1;0,402459139;1758196745;;;;;;
;early;early;152,8561115;39,4;81,4;0,402548726;1758196746;;;;;;
;early;early;115,9749031;34,8;81,1;0,402638285;1758196747;;;;;;
;early;early;135,6408596;40,9;81,2;0,402727818;1758196748;;;;;;
;normal;normal;126,1799335;48;81,8;0,402817324;1758196749;;;;;;
;normal;normal;133,3391666;33,6;81,8;0,402906803;1758196750;;;;;;
;suspect;normal;105,0212383;34,2;81,9;0,402846442;1758196751;;;;;;
;early;normal;108,9370251;30,6;81,3;0,402786099;1758196752;;;;;;
;normal;suspect;98,83499146;36,1;81,3;0,402725775;1758196753;;;;;;
;normal;early;129,5859814;36,2;81,2;0,402665469;1758196755;;;;;;
;early;early;100,787878;38;81,3;0,402754903;1758196756;;;;;;
;early;normal;119,4870472;40,9;82,4;0,402694611;1758196757;;;;;;
;normal;suspect;116,3179874;36,3;81,4;0,402634336;1758196758;;;;;;
;normal;normal;119,7290421;45,5;81,8;0,402723735;1758196759;;;;;;
;imminent failure;suspect;110,5730534;39,7;82,1;0,402663474;1758196760;;;;;;
;imminent failure;stage 2 failure;130,7559013;43,9;82,2;0,402603232;1758196761;;;;;;
;normal;normal;131,4768791;35,9;81,5;0,402692595;1758196762;;;;;;
;normal;normal;127,245903;37,8;81,2;0,402781932;1758196763;;;;;;
;stage 2 failure;normal;127,6259422;35,5;81,4;0,402721699;1758196764;;;;;;
;early;normal;110,9521389;60,3;81,2;0,402661483;1758196765;;;;;;
;normal;suspect;121,0072041;44,1;81;0,402601286;1758196766;;;;;;
;normal;normal;133,9571476;38;81,4;0,402690583;1758196767;;;;;;
;imminent failure;normal;95,99995613;36,6;81;0,402630399;1758196768;;;;;;
;imminent failure;rolling element failure;145,4191208;44,5;81,6;0,402570233;1758196769;;;;;;
;normal;suspect;116,9760227;49,1;81,5;0,402510085;1758196770;;;;;;
;normal;normal;112,4873161;39,6;81,7;0,402599343;1758196771;;;;;;
;imminent failure;normal;143,569231;36,9;81,4;0,402539208;1758196772;;;;;;
;stage 2 failure;rolling element failure;132,8377724;39,1;81,4;0,402479092;1758196773;;;;;;
;normal;normal;128,9761066;44;81;0,402568314;1758196774;;;;;;
;normal;normal;118,0920601;38,3;81,1;0,40265751;1758196775;;;;;;
;early;normal;120,6877232;43,1;81,5;0,402597403;1758196776;;;;;;
;early;normal;114,6862507;38,2;80,9;0,402537313;1758196777;;;;;;
;normal;suspect;147,4192142;35,9;80,9;0,402477242;1758196778;;;;;;
;normal;early;123,5179901;36,9;81,5;0,402417189;1758196779;;;;;;
;stage 2 failure;early;127,163887;53,7;81,3;0,402357154;1758196780;;;;;;
;early;normal;154,031992;39,7;81,6;0,402297136;1758196781;;;;;;
;normal;normal;138,39221;37;81,1;0,402386279;1758196782;;;;;;
;normal;normal;123,2402325;41,3;81,2;0,402475395;1758196783;;;;;;
;early;normal;133,783102;40,3;81,9;0,402415387;1758196784;;;;;;
;early;suspect;147,4318504;42,3;81,6;0,402355397;1758196785;;;;;;
;normal;suspect;144,5817947;38,3;81,2;0,402295424;1758196786;;;;;;
;normal;suspect;125,0507832;35,3;81,4;0,402235469;1758196787;;;;;;
;inner race failure;suspect;124,0057945;37,9;81,3;0,402175533;1758196788;;;;;;
;imminent failure;stage 2 failure;139,7042274;36,1;81,3;0,402115614;1758196789;;;;;;
;early;early;124,3200302;37,2;81,3;0,402204677;1758196790;;;;;;
;early;early;146,0237503;36,4;81,1;0,402293715;1758196791;;;;;;
;early;early;141,2901878;34,1;81,3;0,402382725;1758196792;;;;;;
;early;early;113,1052971;33,2;81,2;0,402471709;1758196793;;;;;;
;normal;normal;114,8040295;49;81,6;0,402560667;1758196794;;;;;;
;normal;normal;123,2089996;54,8;81,8;0,402649598;1758196796;;;;;;
